,index,kouwei,huanjing,fuwu,comment,date
241,241,4.0,4,4.0,"
                        看到照片又想吃了..一开始我也觉得，好不容易爬到食物链顶端，为什么要去吃素？？？(˶‾᷄ ⁻̫ ‾᷅˵) 吃完后我觉得..我想加盟⁄(⁄ ⁄ ⁄ω⁄ ⁄ ⁄)⁄这次选的春熙路分店，人超级多，预订了位置但还是要等，幸好还要等另外一个小仙女，可以顺便去逛街.. 建议大家都要预定哦【锅底】点的最贵那个什么什么锅，挺香的，里面好多菌子那些，还有一个药包，大枣之类的。【爱情扎萨】诶..是不是叫这个名字喃。想到都流口水！！好好吃哦！！里面那一片口感很像肉的，好喜欢你哟。觉得自己可以吃三个不歇气。【菜品】说几个推荐的。排骨！！饺子！！还有那个圆碗装的白色的类似粉皮的东西，好像是山药粉皮？忘了，但是超级好吃!!!!!!超级Q!!!!!!!! 然后其他素菜就是平时大家都爱吃的普通的那种。有一个饭好好吃啊！！超级迷你一碗！！下次我要记几吃一份儿，不得跟你们分，口亨！！！一开始我也心想素材肯定吃不饱啊！但是，最后撑死了啊！还有那个豆汁什么的，太好喝啦！！天天喝的话会不会变漂亮啊！！最后冲了个会员啊！！要吃遍所有分店啊！！还有啊，这样的店应该很安静才对啊！所以，排座位那个大姐姐你声音小点儿啊！！！
                ",03-20
242,242,,4,,,
243,243,,4,,,
244,244,,4,,,
245,245,,4,,,
246,246,4.0,4,4.0,"
                        去过好几次了~一叶一世界一直是成都这边素食火锅做得比较早比较好又成规模的以前没有辣椒 不知道是不是提出的人多了后来有了~店里的标准蘸碟也吃得惯有些店需要预定 春熙店收银员态度特别好~会员很划算 不加会员大众点评之类的也有活动~红牌楼店桌上都有无线充电豆茶很香~可以吃到好些平时不常见的菜反正觉得适合很多场合 无肉不欢例外
                ",03-20
247,247,,4,,,
248,248,,4,,,
249,249,,4,,,
250,250,4.0,4,4.0,"
                        还不错，偶尔吃下素食感觉心情都舒适了许多。那个饼确实挺好吃的，团的两人套餐，再加了两杯桃花泪吃得也挺饱的。只是晚上就饿了😂😂😂
                ",03-19
251,251,,4,,,
252,252,,4,,,
253,253,4.0,4,4.0,"
                        不錯，去了很多次了。喜歡素食。
                ",03-19
254,254,4.0,4,4.0,"
                        第一次吃素食火锅没想到这么棒耶！首汤底清淡，有个类似茶包的东西，大概是药膳？虽然看起来都是蔬菜，好像有些寡淡，但是做的素虾、菜豆腐和水饺都可以当做荤菜以假乱真了。很喜欢酱料的味道，中和了食物的清淡。爱情扎撒很好吃，有点肉夹馍的感觉，里面是素火腿。菜都煮的差不多的时候，喝一碗汤，浓郁的味道，好幸福～最后，店里生意太好，最好预约就餐哦。
                ",03-19
255,255,,4,,,
256,256,,4,,,
257,257,,4,,,
258,258,4.0,4,4.0,"
                        这家店被种草了很久，借着朋友来成都的机会去吃了，没有让我失望，店面古朴有特色，红色的纱缦垂下来，既保留了一定的私密性，又能不与外面完全隔断，很喜欢这个设计。一花一世界，一叶一菩提。很适合和朋友一边吃饭一边聊天，菜品全是素的，秉承佛家不浪费的原则，提倡光盘，喜欢这个理念。菜品新鲜，实惠美味，闹中取静，有种大隐隐于市的感觉。还会再来！
                ",03-18
259,259,,4,,,
260,260,,4,,,
261,261,,4,,,
262,262,,4,,,
263,263,,4,,,
264,264,,4,,,
265,265,3.0,4,4.0,"
                        这家因为在市中心，所以晚上基本都要排队，好像有很多分店，大家不想排队可以考虑其他的分店。我们因为不想等，所以和别人拼桌，聊天就比较尴尬，大家都听到聊天内容，这点让人觉得不太安逸。服务员还是跑的很勤快，其实上了菜基本不需要啥子服务，都是自助的。但是加汤还是够及时。先讲最重要的锅底。锅底有很多种选择，我们几个女娃娃都选了养气补血的锅底，料都是用纱布包好的，烫菜的时候不会吃到调料渣渣，这点很好，传说汤底是茶，我倒是没特别注意。这是素食餐厅，所以基本点菜比较安全！！！常规的菜叶必点：非洲冰草真的是很怪异，但是不难吃，还点了几个菜叶忘记名字了，总之都可以。山药好吃。我的重点是：不要在素食餐厅点那些“假肉”。豆腐还是什么做的丸子，排骨，抄手……吃下去真的很腻，都没有肉的口感，加上蘸酱比较腻，吃几个就闷起了。 蘸酱：两种选择，1.特色蘸酱（我们没选）2.自助调料去自己打蘸酱。这家店不提供蒜和葱，我也不晓得为啥子，总之蘸酱随便咋个调都不咋好吃。总结下，这个店就适合安安心心地吃蔬菜，不要辣蘸酱，吃白味最好。不然会失望的！想吃汤锅还是去猪猪福什么的比较好。
                ",03-18
266,266,,4,,,
267,267,,4,,,
268,268,,4,,,
269,269,3.0,3,3.0,"
                        吃了很多次了，一直都可以哈，主要是素食真的好消化。
                ",03-18
270,270,4.0,4,3.0,"
                        健康 美味，各类蔬菜很新鲜。运动过后来吃挺舒服的。
                ",03-16
271,271,,4,,,
272,272,,4,,,
273,273,4.0,4,4.0,"
                        咋说兰 虽然说是素食 但吃了这个下来 真的有一种牢心慌了的感觉！
                ",03-16
274,274,4.0,4,4.0,"
                        因为是孕妇 要了不要茶包的菌汤锅。食材很新鲜。素菜能吃饱。一点都不油腻。2个小时候消化完了。最喜欢冰草 爱情饼配桃花泪不错。服务员温柔。
                ",03-16
275,275,,4,,,
276,276,,4,,,
277,277,,4,,,
278,278,,4,,,
279,279,,4,,,
280,280,,4,,,
281,281,4.0,4,4.0,"
                        味道还可以，全都是蔬菜，对于一个爱吃肉的真心是伤害。偶尔吃还是可以，
                ",03-15
282,282,4.0,4,4.0,"
                        吃不惯这个味道的人肯定很讨厌，不过我还是比较喜欢。一周一次不错
                ",03-14
283,283,3.0,3,3.0,"
                        说了好久就去 结果今天才成行环境优雅 有的小小的藏味  有好几个藏族朋友也在这里用餐 菜品新鲜味碟也很好吃 朋友们都喜欢 一直说下次还来 素菜很健康 推崇
                ",03-14
284,284,,3,,,
285,285,,3,,,
286,286,,3,,,
287,287,,3,,,
288,288,,3,,,
289,289,4.0,4,4.0,"
                        服务和环境我都满意。价格略贵。我不是小资。
                ",03-13
290,290,4.0,4,4.0,"
                        魔都最好吃的素食火锅，没有之一
                ",03-13
291,291,4.0,4,4.0,"
                        有爱的人陪伴，吃什么都是那么的甜。 强烈推荐爱情扎萨，味道棒棒哒。酥香可口。虽然全是素，但是不会感觉到寂寞难耐😁😁😁 营养价值很高，适合带老人小孩去吃
                ",03-12
292,292,,4,,,
293,293,,4,,,
294,294,,4,,,
295,295,4.0,4,4.0,"
                        第一次去吃就感觉像发现新大陆了一样，太养生太好吃了！主要都还不辣。最特别的是它的锅底，藏茶就是汤底，很特别。除了平常的素菜之外，仿荤肉也能满足食肉者的口感。素排骨、素丸子、素东坡肉和素鲜虾仁都很好吃，很有嚼劲。最特别的是养心黑木耳膏，好吃！还要了桃花泪，有点像升级版的冰粉～不过春熙路店就是人很多，要等很久！
                ",
296,296,,4,,,
297,297,,4,,,
298,298,,4,,,
299,299,4.0,4,4.0,"
                        适合素食主义者 菜品新鲜 环境不错 服务周到
                ",03-12
300,300,,4,,,
301,301,,4,,,
302,302,3.0,3,3.0,"
                        前段时间去吃的，两个喜欢吃肉的人吃全素下来也还好，感觉还是特别健康的，吃素食真心全靠佐料，蘸碟打的好就好吃，汤底好喝，很像味增汤。当时排了一个小时，进去还得跟人拼桌，而且里面很窄，还是喜欢宽敞一点，舒适一点的用餐环境，说话一桌坐着陌生人说话都不方便，味道可以环境不好，服务正常。
                ",03-12
303,303,4.0,4,4.0,"
                        环境和服务都很好 很喜欢双人卡座 有沙布阻挡很私密的感觉  和妹子坐里面看旁桌的人 胆子都要大点了！！！( ･᷄ὢ･᷅ ) 茶也很好喝...........
                ",03-11
304,304,4.0,4,4.0,"
                        吃好几次藏茶锅了，这还是第一次到太古里店。服务一如既往的好！
                ",03-11
305,305,4.0,4,4.0,"
                        很有特色，氛围很不错，放松又清静，吃的也比较舒服
                ",03-10
306,306,3.0,3,3.0,"
                        环境有点儿拥挤，但装修风格感觉很沉静，素食主义者、喜欢清淡饮食的推荐！桃花泪必点！还有一个竹筒装的粉名字叫啥搞忘了，口感挺好的，仿荤的话推荐素东坡和素海参～
                ",03-10
307,307,,3,,,
308,308,,3,,,
309,309,,3,,,
310,310,,3,,,
311,311,3.0,3,3.0,"
                        敢情食肉动物这次要整点素！金融汇旁边这家店生意好好哦，平时路过都没看出来。按照朋友的推荐点了排骨丸子桃胶和那个类似于锅肉夹馍的饼。丸子有肉的感觉，桃胶熬的还不错。锅底其实不管点啥子味的，吃出来都是一个味。料碟没味道，虽然可以按照自己的口味加料。吃完想摆会龙门阵，结果一会又来催一会又来催。五个人吃完会员打折人均65
                ",03-09
312,312,,3,,,
313,313,,3,,,
314,314,,3,,,
315,315,,3,,,
316,316,4.0,4,4.0,"
                        味道不错，人也不多，态度蛮好的
                ",03-09
317,317,3.0,3,3.0,"
                        不错，生意好的不得了，素菜有益健康。
                ",03-09
318,318,4.0,4,4.0,"
                        非常不错的素食火锅，健康养生，就是座位太窄
                ",03-07
319,319,4.0,4,4.0,"
                        很好很健康，就是要排队有点不喜欢
                ",03-06
320,320,4.0,4,4.0,"
                        现在越来越流行吃素食，每次想吃素都会第一个想到一叶一世界，主要好吃又不油腻👍这家店在晶融汇后面小路上，好像一叶一世界每家生意都那么火爆，六点不到就需要排号了，我们2个人原意拼桌的话也比较快锅底个人觉得直接要原汤最好，沾碟在他的基础沾碟上来添加，但不要加太多佐料，他家主要就是吃秘制酱菜品方面有几个是我每次都必点的&素丸子&猴头菇做的，吃起来很有肉感，像很多瘦肉丝捏在一起&黑木耳糕&喜欢那种糯糯的感觉，而且吃起来也有吃肉的感觉&海带芽&十秒就可以吃了，很嫩，一点不腥&山药粉&滑滑的，又有韧性，健康美味办理会员卡很划算，每次7折多，人均50多
                ",03-05
321,321,,4,,,
322,322,,4,,,
323,323,,4,,,
324,324,,4,,,
325,325,3.0,4,4.0,"
                        被盆友种草了好久，终于来拔草了。堂子不是很大，不过各种小摆设很精致。都要的原汤锅底，服务员续上茶水便把茶壶放在了桌边方便客人取用。最好吃的当属【爱情扎萨】青稞饼烤得焦脆，里面的素火腿、生菜还有特殊的酱料混合后，口感奇佳。【素丸子】需要煮15分钟才能食用，口感真的像极了肉丸，佩服厨师的手艺。别的大都点了些蔬菜类。加汤的时候才注意到，原来喝的茶亦可以加在汤锅里，瞬间联想到原来“一叶一世界”就是这么来的呀，哈哈哈～
                ",03-05
326,326,,4,,,
327,327,,4,,,
328,328,,4,,,
